accountID,userID,accountType,accountName,bankName,currentBalance
9398,2255,Savings,Gonzales Group,Gonzales Group,5871.0
9399,2255,Mortgage,Dawson Medina and Harrison Car Loan,Pope Hernandez and Mcintyre,-122875.8
9400,2255,Student Loan,Combs Ltd Mortgage,Rose-Ramirez,-41260.29
9401,2256,Checking,Hudson-Chan,Hudson-Chan,4473.84
9402,2256,Savings,Faulkner Group,Faulkner Group,10964.89
9403,2256,Car Loan,Buchanan PLC Mortgage,Adams Inc,-37141.55
9404,2257,Checking,Cruz LLC,Cruz LLC,2311.66
9405,2257,Savings,Hernandez-Edwards,Hernandez-Edwards,18791.65
9406,2257,Investments,Hamilton-Forbes Mortgage,Anderson Group,91312.06
9407,2257,Investments,Foster-Schmidt Car Loan,Price and Sons,16369.13
9408,2258,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,3623.53
9409,2258,Savings,Greer Cole and Garcia,Greer Cole and Garcia,18286.45
9410,2258,Student Loan,Baird Goodwin and Shannon Savings,Stone PLC,-28391.07
9411,2258,Car Loan,Johnson and Sons Investments,Hanna-Brown,-26908.81
9412,2259,Checking,Simmons Mullins and Guerrero,Simmons Mullins and Guerrero,4114.56
9413,2259,Savings,King-Davis,King-Davis,8755.34
9414,2259,Student Loan,Barr-Moreno Credit Card,Valdez-Wells,-42502.9
9415,2259,Mortgage,Mcmahon PLC Car Loan,Ball-Santana,-229589.02
9416,2259,Student Loan,Hutchinson-Hill Credit Card,Bailey and Sons,-28781.37
9417,2260,Checking,Williams-Cooke,Williams-Cooke,2067.75
9418,2260,Savings,Hudson-Chan,Hudson-Chan,13566.33
9419,2260,Investments,Harris-Webb Checking,Browning Ltd,80710.12
9420,2260,Student Loan,Andrade-Morris Car Loan,Dawson Martinez and Holmes,-12163.14
9421,2261,Checking,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,2484.49
9422,2261,Savings,Williams-Cooke,Williams-Cooke,16483.09
9423,2262,Checking,King-Davis,King-Davis,2460.51
9424,2262,Savings,Hernandez-Edwards,Hernandez-Edwards,5976.11
9425,2262,Investments,Schroeder PLC Car Loan,Diaz Hogan and Farmer,90235.8
9426,2262,Credit Card,Steele Choi and Parker Student Loan,Gonzalez-Mcintyre,-3159.84
9427,2263,Checking,Faulkner Group,Faulkner Group,1602.17
9428,2263,Savings,Richard Ltd,Richard Ltd,15555.3
9429,2263,Mortgage,Allison Ltd Car Loan,Davis-Anderson,-188186.44
9430,2264,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,1342.92
9431,2264,Savings,Martinez-Butler,Martinez-Butler,14066.42
9432,2264,Mortgage,Conley Moyer and Montgomery Mortgage,Thomas-Hopkins,-144221.87
9433,2264,Investments,Baker Group Checking,Keith Johnson and Evans,36926.01
9434,2264,Mortgage,Hill-Pierce Checking,Kelley Martinez and Gordon,-126602.79
9435,2264,Car Loan,Jarvis Garcia and Briggs Checking,Ferguson-Miller,-24751.74
9436,2265,Checking,Brown-Hall,Brown-Hall,4631.97
9437,2265,Savings,Chavez Schwartz and Williams,Chavez Schwartz and Williams,949.51
9438,2265,Mortgage,Evans-Perez Mortgage,Turner-Shepherd,-104496.92
9439,2265,Car Loan,Walker-Wiggins Checking,Kaiser-Chambers,-13801.86
9440,2265,Investments,Gonzalez Jimenez and Fitzpatrick Mortgage,Riggs LLC,1882.64
9441,2266,Checking,Browning Brown and Kennedy,Browning Brown and Kennedy,4340.17
9442,2266,Savings,Hill-Brennan,Hill-Brennan,5815.46
9443,2267,Checking,Cruz LLC,Cruz LLC,3827.73
9444,2267,Savings,Wiley-George,Wiley-George,5373.86
9445,2268,Checking,Foster Moody and Kelley,Foster Moody and Kelley,1006.38
9446,2268,Savings,Hernandez-Edwards,Hernandez-Edwards,8700.85
9447,2268,Credit Card,Warren Inc Credit Card,Mccall and Sons,-2150.52
9448,2269,Checking,Mason-Mcclure,Mason-Mcclure,3193.69
9449,2269,Savings,Garcia-Jacobson,Garcia-Jacobson,18490.67
9450,2269,Student Loan,Elliott-Kennedy Student Loan,Potter Haynes and Jordan,-37455.37
9451,2269,Car Loan,Castillo Group Savings,Williams PLC,-5042.76
9452,2269,Mortgage,Koch Inc Savings,Jensen Shaw and Smith,-225602.85
9453,2269,Credit Card,Dean Group Investments,Smith Cardenas and Wilkins,-406.76
9454,2270,Checking,Williams-Cooke,Williams-Cooke,2857.9
9455,2270,Savings,Crawford Martin and Nelson,Crawford Martin and Nelson,4319.43
9456,2270,Investments,Foster-Schmidt Car Loan,Simpson-Wilson,75966.02
9457,2271,Checking,Gonzales Group,Gonzales Group,3444.2
9458,2271,Savings,Luna Becker and Hensley,Luna Becker and Hensley,5502.36
9459,2271,Investments,Lee Ltd Mortgage,Powers-Pineda,94805.44
9460,2272,Checking,Lopez PLC,Lopez PLC,4584.88
9461,2272,Savings,Greer Cole and Garcia,Greer Cole and Garcia,2345.15
9462,2273,Checking,Brown-Hall,Brown-Hall,3369.4
9463,2273,Savings,Phillips-Terry,Phillips-Terry,15658.71
9464,2273,Student Loan,Wright and Sons Credit Card,Thompson Clarke and Johnson,-1698.81
9465,2273,Investments,Bridges-Frost Car Loan,Smith-Anderson,42861.69
9466,2274,Checking,Hudson-Chan,Hudson-Chan,2768.86
9467,2274,Savings,Carrillo LLC,Carrillo LLC,16117.15
9468,2274,Mortgage,Peterson-Potter Credit Card,Smith Ward and Carroll,-158451.58
9469,2275,Checking,Pineda-Shields,Pineda-Shields,4313.78
9470,2275,Savings,Williams-Khan,Williams-Khan,9571.75
9471,2276,Checking,Smith-Nguyen,Smith-Nguyen,454.18
9472,2276,Savings,King-Davis,King-Davis,14902.53
9473,2276,Credit Card,Anderson Ltd Credit Card,Reynolds-Lewis,-4851.76
9474,2277,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,3433.7
9475,2277,Savings,Villegas Weaver and Skinner,Villegas Weaver and Skinner,17066.19
9476,2277,Car Loan,Rivera Salazar and Johnson Student Loan,Gonzalez Group,-31334.91
9477,2278,Checking,Palmer-Becker,Palmer-Becker,3351.28
9478,2278,Savings,Phillips-Terry,Phillips-Terry,11065.63
9479,2278,Car Loan,Paul-Harris Credit Card,Campbell Tran and Kim,-8997.88
9480,2278,Mortgage,Miller-Nguyen Credit Card,Stewart PLC,-157366.99
9481,2278,Mortgage,Bautista Martinez and Campbell Student Loan,Phillips PLC,-190381.6
9482,2279,Checking,Barrett Group,Barrett Group,2982.16
9483,2279,Savings,Phillips-Terry,Phillips-Terry,2907.15
9484,2279,Mortgage,Stanton-Harris Checking,Dixon Sullivan and Goodman,-243142.95
9485,2279,Student Loan,Wilson and Sons Mortgage,Pacheco Scott and Good,-15171.59
9486,2279,Student Loan,Ortiz-Vincent Car Loan,Scott-Ayers,-5917.83
9487,2280,Checking,Browning Brown and Kennedy,Browning Brown and Kennedy,1422.2
9488,2280,Savings,Brown and Sons,Brown and Sons,8945.41
9489,2280,Investments,Castaneda-Stout Mortgage,Walters Group,15678.15
9490,2281,Checking,Gonzales Group,Gonzales Group,4417.01
9491,2281,Savings,Luna Becker and Hensley,Luna Becker and Hensley,1091.31
9492,2281,Student Loan,Hawkins-Bell Investments,Mullen LLC,-45230.59
9493,2281,Student Loan,Figueroa Smith and Meyer Mortgage,Carter Larson and Rodriguez,-22246.37
9494,2282,Checking,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,3284.25
9495,2282,Savings,Payne-Johnson,Payne-Johnson,1362.61
9496,2282,Credit Card,Singleton Ltd Car Loan,Payne Marks and Rice,-4092.96
9497,2282,Credit Card,Mann and Sons Car Loan,Woods-Hood,-4206.84
9498,2283,Checking,Rangel Gilmore and Myers,Rangel Gilmore and Myers,4461.37
9499,2283,Savings,Crawford Martin and Nelson,Crawford Martin and Nelson,12425.05
9500,2283,Mortgage,Dawson Medina and Harrison Car Loan,Anderson Ltd,-216488.48
9501,2284,Checking,Faulkner Group,Faulkner Group,684.0
9502,2284,Savings,Palmer-Becker,Palmer-Becker,18599.97
9503,2284,Investments,Rosales Group Car Loan,Sims LLC,56608.82
9504,2284,Investments,Barron Miles and Schneider Car Loan,Flores-Moore,71325.55
9505,2284,Mortgage,Jones-Oconnor Savings,Roth-Johnson,-102497.72
9506,2284,Car Loan,Walters-Marshall Credit Card,Lamb LLC,-26144.04
9507,2284,Student Loan,Burke Mora and Richardson Savings,Bell-Dickson,-32080.15
9508,2285,Checking,Garcia-Jacobson,Garcia-Jacobson,3171.4
9509,2285,Savings,Johnson Group,Johnson Group,15279.33
9510,2285,Investments,Wong Graves and Wilson Investments,Raymond PLC,14924.87
9511,2285,Student Loan,Flynn-Hicks Investments,Orozco-Torres,-34846.97
9512,2286,Checking,Anderson-Maldonado,Anderson-Maldonado,2173.0
9513,2286,Savings,Williams PLC,Williams PLC,2613.1
9514,2286,Credit Card,Price Group Savings,Berger LLC,-3770.63
9515,2287,Checking,Hawkins-Robinson,Hawkins-Robinson,250.37
9516,2287,Savings,Cruz LLC,Cruz LLC,18210.36
9517,2287,Credit Card,Bell and Sons Savings,Oconnell PLC,-517.6
9518,2287,Credit Card,Lyons-Sullivan Car Loan,Shea Fuentes and Cunningham,-1005.49
9519,2288,Checking,Villegas Weaver and Skinner,Villegas Weaver and Skinner,1690.61
9520,2288,Savings,Mays PLC,Mays PLC,15744.68
9521,2288,Car Loan,Clark Inc Credit Card,Pennington Clark and Williams,-16891.73
9522,2288,Car Loan,Atkinson Lawrence and Barnes Mortgage,Ross Gonzalez and West,-13227.06
9523,2288,Investments,Flores Berg and Barrera Student Loan,Garcia Vazquez and Pennington,73276.1
9524,2289,Checking,Warren-Torres,Warren-Torres,2925.92
9525,2289,Savings,Williams-Cooke,Williams-Cooke,17808.04
9526,2289,Car Loan,Black Ltd Mortgage,Clark-Li,-7258.15
9527,2289,Mortgage,Johnson Goodman and Little Checking,Myers Cruz and Parks,-50344.7
9528,2290,Checking,Clark and Sons,Clark and Sons,4243.24
9529,2290,Savings,Martinez-Butler,Martinez-Butler,9944.02
9530,2290,Student Loan,Miles Williams and Christensen Checking,Huff Ltd,-32971.35
9531,2290,Student Loan,Copeland PLC Student Loan,Lamb PLC,-4411.17
9532,2291,Checking,Faulkner Group,Faulkner Group,894.32
9533,2291,Savings,Williams PLC,Williams PLC,13512.86
9534,2291,Investments,Miller PLC Mortgage,Mejia Browning and Guerrero,73593.99
9535,2291,Mortgage,Miller Inc Credit Card,Scott-Banks,-57583.12
9536,2292,Checking,Ramirez-Hanson,Ramirez-Hanson,4065.62
9537,2292,Savings,Mays PLC,Mays PLC,14272.76
9538,2292,Mortgage,Perkins Tran and Jones Checking,Green-Krueger,-168019.81
9539,2293,Checking,Payne-Johnson,Payne-Johnson,3511.15
9540,2293,Savings,Warren-Torres,Warren-Torres,6977.38
9541,2293,Car Loan,Sandoval Taylor and Acosta Car Loan,Miller PLC,-6861.04
9542,2294,Checking,Faulkner Group,Faulkner Group,276.11
9543,2294,Savings,Brown and Sons,Brown and Sons,7468.04
9544,2294,Mortgage,Kelley Group Investments,Morris-Trujillo,-132184.92
9545,2295,Checking,Mason-Mcclure,Mason-Mcclure,4729.51
9546,2295,Savings,Warren-Torres,Warren-Torres,2919.94
9547,2295,Mortgage,Vasquez Inc Credit Card,Rubio LLC,-110290.96
9548,2295,Mortgage,Johnson Johnson and Andrews Mortgage,Baker-Rivera,-220194.04
9549,2295,Investments,Moore LLC Student Loan,Chambers and Sons,29000.25
9550,2296,Checking,Johnson Group,Johnson Group,2630.85
9551,2296,Savings,Hopkins LLC,Hopkins LLC,14512.22
9552,2297,Checking,Richard Ltd,Richard Ltd,1881.68
9553,2297,Savings,Warren-Torres,Warren-Torres,14556.74
9554,2297,Car Loan,Olsen and Sons Savings,Hebert-Skinner,-5362.29
9555,2297,Car Loan,Turner Peters and Walker Mortgage,Nelson Lam and Daniel,-34251.88
9556,2297,Student Loan,Hoffman Wallace and Contreras Credit Card,Coleman Brock and Cooley,-6654.26
9557,2297,Investments,Singleton Ltd Car Loan,Garza Morrison and Watson,43481.64
9558,2297,Investments,Wright-Baldwin Student Loan,Gilmore Christensen and Walker,43976.03
9559,2298,Checking,Mays PLC,Mays PLC,2240.71
9560,2298,Savings,Brown and Sons,Brown and Sons,8206.07
9561,2299,Checking,Villegas Weaver and Skinner,Villegas Weaver and Skinner,1698.54
9562,2299,Savings,Dougherty Greene and Johnston,Dougherty Greene and Johnston,11961.05
9563,2299,Car Loan,James-Willis Student Loan,Gibson Johnson and Roy,-33617.29
9564,2299,Credit Card,Blankenship Group Investments,Mullins-Barnes,-3480.67
9565,2299,Car Loan,Bridges-Frost Car Loan,Swanson Richards and Jones,-5364.95
9566,2300,Checking,Payne-Johnson,Payne-Johnson,4978.61
9567,2300,Savings,King-Davis,King-Davis,18569.0
9568,2300,Credit Card,Young-Morales Credit Card,Decker PLC,-357.02
9569,2301,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,2554.63
9570,2301,Savings,Dougherty Greene and Johnston,Dougherty Greene and Johnston,11979.61
9571,2301,Car Loan,Kelley Group Investments,White PLC,-20728.74
9572,2301,Credit Card,Hopkins Rangel and Bartlett Credit Card,Mcclain-Williams,-4325.11
9573,2302,Checking,Hawkins-Robinson,Hawkins-Robinson,4762.13
9574,2302,Savings,Eaton-Hernandez,Eaton-Hernandez,16782.59
9575,2302,Car Loan,Hill Group Checking,Gibbs Erickson and Anderson,-16971.74
9576,2303,Checking,Ramirez-Hanson,Ramirez-Hanson,791.42
9577,2303,Savings,Pineda-Shields,Pineda-Shields,14617.93
9578,2303,Credit Card,Krueger LLC Car Loan,Oneill and Sons,-4224.84
9579,2303,Investments,Matthews LLC Car Loan,Schneider-Stevens,64160.14
9580,2304,Checking,Gonzales Group,Gonzales Group,2101.39
9581,2304,Savings,Ramirez-Hanson,Ramirez-Hanson,8468.51
9582,2304,Student Loan,Bennett Gray and Morales Investments,Combs-Smith,-22289.98
9583,2305,Checking,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,2420.13
9584,2305,Savings,Johnson Group,Johnson Group,4110.38
9585,2305,Car Loan,Hawkins-Bell Investments,Bean Inc,-26458.22
9586,2305,Credit Card,Sanchez-Coleman Checking,Burns Cortez and Weber,-1570.76
9587,2305,Student Loan,Thomas-Ward Student Loan,Moore Dixon and Wall,-28389.12
9588,2306,Checking,Payne-Johnson,Payne-Johnson,3901.26
9589,2306,Savings,Ramirez-Hanson,Ramirez-Hanson,5194.92
9590,2306,Investments,Martin Rodriguez and Mayo Student Loan,Woodard Tate and Snow,45745.62
9591,2306,Credit Card,Ramirez Inc Mortgage,Ingram Ltd,-705.47
9592,2306,Investments,Ortiz-Vincent Car Loan,Nguyen Robinson and Moore,90673.56
9593,2306,Mortgage,Peterson-Potter Credit Card,Fox-Bailey,-142560.32
9594,2306,Investments,Castillo Group Savings,Todd Rodriguez and Williams,54237.84
9595,2307,Checking,Richard Ltd,Richard Ltd,4199.72
9596,2307,Savings,Hawkins-Robinson,Hawkins-Robinson,13442.9
9597,2307,Mortgage,Sandoval Nelson and Ibarra Credit Card,Larsen-Wiggins,-225642.34
9598,2307,Credit Card,Webster-Smith Savings,Salazar-White,-949.59
9599,2307,Credit Card,Bishop Group Savings,Willis Inc,-1630.25
9600,2307,Investments,Morgan LLC Investments,Cline Group,81818.06
9601,2308,Checking,Eaton-Hernandez,Eaton-Hernandez,1051.58
9602,2308,Savings,Rangel Gilmore and Myers,Rangel Gilmore and Myers,3309.25
9603,2308,Investments,Bennett Gray and Morales Investments,Hunt PLC,96982.59
9604,2308,Credit Card,Ball-Mccarthy Student Loan,Martin Foster and Downs,-4932.67
9605,2308,Investments,Ruiz PLC Car Loan,Davis Butler and Dominguez,72163.7
9606,2309,Checking,Hill-Brennan,Hill-Brennan,1088.26
9607,2309,Savings,Crawford Martin and Nelson,Crawford Martin and Nelson,13805.45
9608,2309,Mortgage,Good-Alvarado Investments,Williams Nguyen and Conley,-184045.8
9609,2309,Credit Card,Gonzales Parrish and Landry Student Loan,Garrison Jones and Stanley,-1012.25
9610,2309,Student Loan,Bridges-Frost Car Loan,Cameron Group,-44584.61
9611,2310,Checking,Payne-Johnson,Payne-Johnson,1917.17
9612,2310,Savings,Faulkner Group,Faulkner Group,7056.75
9613,2310,Car Loan,Mendez-Turner Car Loan,Wheeler Inc,-30866.81
9614,2311,Checking,Lopez PLC,Lopez PLC,3434.62
9615,2311,Savings,Ramirez-Hanson,Ramirez-Hanson,11367.78
9616,2311,Car Loan,Taylor-Watkins Car Loan,Morales Inc,-37272.31
9617,2312,Checking,Mays PLC,Mays PLC,4247.86
9618,2312,Savings,Brown and Sons,Brown and Sons,2150.86
9619,2312,Student Loan,Holland-Greene Savings,Hawkins Fischer and Warren,-13610.58
9620,2312,Student Loan,Burns Delgado and Rose Checking,Higgins PLC,-19004.78
9621,2312,Car Loan,Jackson Edwards and Mckinney Checking,Gregory Walker and Fleming,-12488.55
9622,2313,Checking,Foster Group,Foster Group,3998.71
9623,2313,Savings,Richard Ltd,Richard Ltd,8158.41
9624,2313,Credit Card,Conley Moyer and Montgomery Mortgage,Molina and Sons,-2582.66
9625,2313,Mortgage,Warren Inc Credit Card,Dawson-Nixon,-247023.85
9626,2313,Mortgage,Black Ltd Car Loan,Brown Coleman and Salazar,-131624.08
9627,2313,Car Loan,Mann Inc Investments,Davenport and Sons,-21599.89
9628,2314,Checking,Hopkins LLC,Hopkins LLC,856.79
9629,2314,Savings,Crawford Martin and Nelson,Crawford Martin and Nelson,4820.61
9630,2314,Mortgage,Norman-Lewis Savings,Montgomery-Montgomery,-201081.76
9631,2315,Checking,Brown-Hall,Brown-Hall,3061.26
9632,2315,Savings,Lopez PLC,Lopez PLC,19663.58
9633,2315,Investments,Haynes-Jones Savings,Wolfe PLC,88810.51
9634,2315,Mortgage,Lee-Hobbs Student Loan,Smith-Matthews,-107536.69
9635,2315,Credit Card,Edwards Lyons and Thompson Checking,Griffin Reyes and Williams,-4081.78
9636,2316,Checking,Garcia-Jacobson,Garcia-Jacobson,236.37
9637,2316,Savings,Mason-Mcclure,Mason-Mcclure,11796.73
9638,2316,Credit Card,Sampson Smith and Russell Mortgage,Garcia-Hendrix,-482.2
9639,2316,Mortgage,Norris Henry and Cole Credit Card,Moreno-Moore,-78150.82
9640,2316,Mortgage,Burke Mora and Richardson Savings,Marquez-Griffith,-235082.95
9641,2317,Checking,Warren-Torres,Warren-Torres,1357.85
9642,2317,Savings,Pineda-Shields,Pineda-Shields,1629.74
9643,2317,Mortgage,Moore PLC Savings,Thomas Finley and Drake,-157522.47
9644,2317,Investments,Diaz PLC Student Loan,Guerrero Group,60750.28
9645,2317,Credit Card,King PLC Checking,Mason Washington and Gutierrez,-3158.36
9646,2318,Checking,Brown-Hall,Brown-Hall,2643.82
9647,2318,Savings,Ramirez-Hanson,Ramirez-Hanson,3726.56
9648,2318,Credit Card,Gibson Ltd Savings,Smith-Smith,-472.89
9649,2318,Credit Card,Christensen-Scott Savings,Cabrera-Wong,-1161.74
9650,2319,Checking,Payne-Johnson,Payne-Johnson,687.39
9651,2319,Savings,Crawford Martin and Nelson,Crawford Martin and Nelson,12186.13
9652,2319,Investments,Martin-David Investments,Mendoza and Sons,53840.07
9653,2320,Checking,Payne-Johnson,Payne-Johnson,4476.78
9654,2320,Savings,Browning Brown and Kennedy,Browning Brown and Kennedy,4223.11
9655,2320,Car Loan,Morgan LLC Investments,Trevino White and Neal,-12442.5
9656,2321,Checking,Foster Group,Foster Group,4405.67
9657,2321,Savings,Hill-Brennan,Hill-Brennan,6524.17
9658,2321,Student Loan,Burton Adams and Martin Investments,Owens-Pope,-29554.44
9659,2322,Checking,Pineda-Shields,Pineda-Shields,110.59
9660,2322,Savings,Hudson-Chan,Hudson-Chan,11741.76
9661,2322,Credit Card,Miller-Duncan Mortgage,Cole Ltd,-2796.05
9662,2322,Mortgage,Harper Walters and Richardson Student Loan,Small-White,-113670.91
9663,2322,Credit Card,Ward and Sons Checking,Williams and Sons,-2353.67
9664,2323,Checking,Warren-Torres,Warren-Torres,3883.96
9665,2323,Savings,Mays PLC,Mays PLC,14071.27
9666,2324,Checking,Hudson-Chan,Hudson-Chan,1485.21
9667,2324,Savings,Warren-Torres,Warren-Torres,10356.62
9668,2324,Investments,Martinez-Hansen Student Loan,Johnson PLC,65348.45
9669,2324,Student Loan,Miller Inc Mortgage,Navarro Wagner and Thomas,-42704.77
9670,2325,Checking,Pineda-Shields,Pineda-Shields,4579.14
9671,2325,Savings,Hopkins LLC,Hopkins LLC,17712.73
9672,2325,Credit Card,Ford and Sons Savings,Brown Greene and Hunt,-188.98
9673,2326,Checking,Smith-Nguyen,Smith-Nguyen,1419.44
9674,2326,Savings,Ramirez-Hanson,Ramirez-Hanson,13392.72
9675,2326,Car Loan,Lewis-Harris Student Loan,Klein-Ortiz,-14492.0
9676,2326,Mortgage,Wright and Sons Credit Card,Williams Ltd,-92514.97
9677,2327,Checking,Foster Moody and Kelley,Foster Moody and Kelley,3598.69
9678,2327,Savings,Brown-Thomas,Brown-Thomas,1480.14
9679,2328,Checking,Eaton-Hernandez,Eaton-Hernandez,1829.11
9680,2328,Savings,Clark and Sons,Clark and Sons,8782.63
9681,2328,Student Loan,Rivera-Rivera Checking,Callahan Inc,-37488.44
9682,2329,Checking,Brown-Thomas,Brown-Thomas,4214.6
9683,2329,Savings,Carrillo LLC,Carrillo LLC,3047.4
9684,2330,Checking,Anderson-Maldonado,Anderson-Maldonado,1418.35
9685,2330,Savings,Ellis Garcia and Fox,Ellis Garcia and Fox,7239.95
9686,2330,Student Loan,Campbell Carlson and Mitchell Savings,Alexander-Morris,-36550.34
9687,2330,Mortgage,Simon PLC Student Loan,Stokes LLC,-98335.02
9688,2331,Checking,Clark and Sons,Clark and Sons,3130.06
9689,2331,Savings,Palmer-Becker,Palmer-Becker,14678.08
9690,2331,Car Loan,Reilly PLC Credit Card,Martinez-Taylor,-29870.23
9691,2331,Investments,Barnett-Vega Car Loan,Shields Rivera and Ellis,47835.59
9692,2331,Car Loan,Gonzalez-Nichols Investments,Smith Ltd,-7125.53
